price,sellable_online,other_colors,height,width,category_Bar furniture,category_Beds,category_Bookcases & shelving units,category_Cabinets & cupboards,category_Café furniture,category_Chairs,category_Chests of drawers & drawer units,category_Children's furniture,category_Nursery furniture,category_Outdoor furniture,category_Room dividers,"category_Sideboards, buffets & console tables",category_Sofas & armchairs,category_TV & media furniture,category_Tables & desks,category_Trolleys,category_Wardrobes
265.0,True,0,99.0,51.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,False,0,105.0,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2095.0,False,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69.0,True,1,100.0,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225.0,True,0,43.0,74.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345.0,True,0,91.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129.0,True,0,95.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195.0,True,0,101.679970436068,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129.0,True,0,95.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2176.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149.0,True,0,103.0,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,0,102.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,0,103.0,46.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177.0,True,0,104.0,43.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345.0,True,0,114.0,43.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,0,105.0,70.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,0,102.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140.0,True,1,101.679970436068,36.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,0,84.0,38.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149.0,True,0,103.0,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,105.0,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175.0,True,0,63.0,44.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,0,84.0,38.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.0,True,0,105.0,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345.0,True,0,114.0,43.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345.0,True,0,114.0,43.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.0,True,0,105.0,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,0,102.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1340.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550.0,True,0,104.0,70.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,1,102.0,74.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
435.0,True,0,102.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
475.0,True,0,101.679970436068,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,1,100.0,42.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275.0,False,0,101.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1385.0,True,0,104.0,74.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2375.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2176.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
745.0,True,0,90.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1385.0,True,0,104.0,74.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550.0,True,0,105.0,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445.0,True,1,100.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266.0,True,0,101.679970436068,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175.0,True,0,63.0,44.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,0,101.679970436068,85.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
895.0,True,0,110.0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,0,79.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2111.0,True,0,43.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,86.0,92.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
540.0,False,0,101.679970436068,91.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.0,True,1,111.0,146.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99.0,True,0,101.679970436068,94.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195.0,True,1,101.679970436068,188.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199.0,True,0,101.679970436068,144.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
675.0,True,1,101.679970436068,154.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,1,101.679970436068,144.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199.0,True,0,101.679970436068,94.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545.0,True,1,140.0,148.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
575.0,True,0,47.0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445.0,True,1,101.679970436068,147.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525.0,True,1,101.679970436068,165.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495.0,True,1,101.679970436068,156.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445.0,True,0,80.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,1,101.679970436068,153.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
920.0,True,1,15.0,196.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195.0,True,0,101.679970436068,77.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1729.0,True,1,120.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
575.0,True,1,20.0,146.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1495.0,True,0,18.0,89.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,1,95.0,146.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1395.0,True,1,101.679970436068,147.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
670.0,True,1,15.0,105.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445.0,True,1,101.679970436068,105.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,101.679970436068,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100.0,True,0,120.0,40.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
360.0,True,0,101.679970436068,75.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1375.0,True,1,101.679970436068,154.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2600.5,True,0,43.0,143.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
745.0,True,1,120.0,98.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295.0,True,0,34.0,80.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
399.0,True,0,101.679970436068,144.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,0,101.679970436068,85.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375.0,True,0,101.679970436068,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
399.0,True,0,78.0,128.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2040.0,True,1,42.0,160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
425.0,True,0,101.679970436068,62.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2290.0,True,1,16.0,240.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
549.0,True,0,94.0,88.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
570.0,True,1,14.0,153.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
945.0,True,1,101.679970436068,156.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
895.0,True,0,157.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
475.0,True,0,130.0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1745.0,True,1,90.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100.0,True,0,21.0,92.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
871.0,True,1,101.679970436068,148.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,1,101.679970436068,104.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,1,101.679970436068,104.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.0,True,0,101.679970436068,90.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480.0,True,0,20.0,80.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1640.0,True,1,101.679970436068,154.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,0,2.0,83.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
745.0,True,0,116.0,99.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1846.0,True,1,66.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295.0,True,0,20.0,90.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100.0,True,1,4.0,80.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295.0,True,0,80.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1145.0,True,1,101.679970436068,104.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1495.0,True,0,18.0,89.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545.0,True,1,101.679970436068,105.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
620.0,True,0,45.0,95.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2195.0,True,0,99.0,164.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1725.0,True,0,182.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2425.0,True,1,120.0,160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1400.0,True,1,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8551.0,True,1,135.0,180.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1470.0,True,1,90.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
450.0,True,0,101.679970436068,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1395.0,True,0,14.0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,72.0,149.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220.0,True,1,111.0,146.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849.0,True,0,80.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1595.0,True,1,101.679970436068,175.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2185.0,True,1,18.0,89.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395.0,True,0,53.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.0,True,0,157.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1595.0,True,1,16.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95.0,True,0,7.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,0,70.0,150.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
645.0,True,0,179.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1848.0,True,1,84.0,113.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200.0,True,0,73.0,95.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2307.0,True,0,43.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195.0,True,0,43.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3339.0,True,0,43.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1590.0,True,0,162.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.0,True,0,101.679970436068,90.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600.0,True,0,101.679970436068,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1095.0,True,0,21.0,86.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1245.0,True,1,14.0,153.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2146.0,True,1,120.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1260.0,True,0,35.0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
895.0,True,0,159.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7796.0,True,1,84.0,346.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1445.0,True,1,87.0,142.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2595.0,True,0,99.0,204.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1767.0,True,0,43.0,141.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
267.0,True,0,101.679970436068,80.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1285.0,True,1,2.0,83.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849.0,True,0,80.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2905.0,True,0,43.0,141.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1139.0,True,1,94.0,88.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1160.0,True,1,45.0,80.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1400.0,True,0,29.0,164.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220.0,True,0,110.0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
520.0,False,0,101.679970436068,91.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85.0,True,0,80.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175.0,True,0,68.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.0,True,0,101.679970436068,90.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2085.0,True,1,83.0,87.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1495.0,True,0,86.0,88.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1092.0,True,0,101.679970436068,80.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2163.5,True,0,43.0,141.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149.0,True,0,68.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1915.0,True,0,182.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2495.0,True,0,99.0,204.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995.0,True,0,74.0,225.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2295.0,True,1,96.0,230.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2902.0,True,1,120.0,160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1990.0,True,1,182.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
875.0,True,0,186.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1611.0,True,0,42.0,141.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3595.0,True,1,104.0,196.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1295.0,True,0,162.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7610.0,True,1,104.0,252.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1795.0,True,1,21.0,86.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295.0,True,0,35.0,62.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,0,84.0,240.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2095.0,True,0,99.0,164.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1095.0,True,0,103.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,True,0,101.679970436068,7.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1991.0,True,1,69.0,212.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2210.0,True,0,43.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1175.0,True,0,186.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1445.0,True,1,90.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9585.0,True,1,102.0,387.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,True,0,101.679970436068,55.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4488.0,True,1,84.0,266.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195.0,True,0,195.0,135.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5780.0,True,1,84.0,266.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3340.0,True,1,95.0,160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495.0,True,0,70.0,150.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.0,True,0,80.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2236.0,True,1,79.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1800.0,True,0,29.0,204.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4645.0,True,1,83.0,271.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1295.0,True,1,90.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8356.0,True,1,135.0,180.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2185.0,True,1,86.0,88.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,0,85.0,67.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1841.0,True,1,69.0,212.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2995.0,True,1,96.0,230.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4320.0,True,1,84.0,186.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1596.0,True,1,79.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1520.0,True,1,90.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300.0,True,0,2.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7785.0,True,1,102.0,294.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4270.0,True,1,104.0,231.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025.0,True,1,182.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,0,85.0,67.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1845.0,True,1,83.0,225.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2945.0,True,1,83.0,160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4790.0,True,1,104.0,277.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,True,1,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75.0,False,1,40.0,90.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125.0,True,0,68.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125.0,True,0,68.0,97.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4036.0,True,1,84.0,273.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4841.0,True,0,95.0,160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2932.0,True,1,84.0,186.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4390.0,True,1,104.0,267.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
695.0,True,0,101.679970436068,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,86.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,195.0,135.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3355.0,True,1,83.0,190.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1676.0,True,1,79.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1345.0,True,1,87.0,142.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6110.0,True,1,104.0,235.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7765.0,True,1,83.0,349.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4040.0,True,1,102.0,208.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4120.0,True,1,83.0,246.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4265.0,True,1,83.0,261.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,86.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1980.0,True,0,182.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1095.0,True,0,103.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85.0,True,0,80.0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,86.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996.0,True,1,79.0,200.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5840.0,True,1,102.0,298.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1645.0,True,1,87.0,142.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3145.0,True,1,104.0,160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7873.0,True,0,102.0,298.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
985.0,True,0,86.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5553.0,True,0,102.0,208.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995.0,True,0,86.0,66.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135.0,True,0,70.0,25.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
290.0,True,0,181.0,92.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
915.0,True,0,173.0,198.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345.0,True,0,81.0,80.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375.0,True,0,160.0,182.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1385.0,True,0,179.0,175.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95.0,True,0,180.0,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115.0,True,1,77.0,77.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199.0,True,1,190.0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59.0,True,0,140.0,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250.0,True,1,147.0,77.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175.0,True,0,160.0,80.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,True,0,74.0,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,True,1,101.679970436068,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85.0,True,0,165.0,62.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
